clone,clone_type,juju,copper,rep,induction_1,induction_1_pedestal,induction_1_nteeth,induction_2,induction_2_pedestal,induction_2_nteeth,induction_3,induction_3_pedestal,induction_3_nteeth,induction_4,induction_4_pedestal,induction_4_nteeth,induction_5,induction_5_pedestal,induction_5_nteeth,max_induction_total_I1,max_induction_total_I2,max_induction_pedestal_I1,max_induction_pedestal_I2,max_induction_nteeth_I1,max_induction_nteeth_I2,size_1,size_2,size_3,size_4,size_5,size_maturity,age_maturity,survival_time,alive_dead,somaticGrowth_maturity,somaticGrowth_3d,somaticGrowth_4d
C14,high,0.00,10,1,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0.759,0.984,1.200,1.572,1.582,1.844,7,7,0,0.126812947,0.065,0.104
C14,high,0.00,10,2,60,30,30,20,0,20,0,0,0,0,0,0,0,0,0,60,20,30,0,30,20,0.737,0.923,1.180,1.181,1.459,1.960,8,8,0,0.122263983,0.059,0.059
C14,high,0.00,10,3,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0.715,0.924,1.186,1.383,1.460,1.891,8,8,0,0.121572316,0.063,0.082
C14,high,0.00,10,4,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0.719,1.021,1.307,1.580,1.891,1.891,5,5,0,0.193399942,0.120,0.157
C14,high,0.10,10,1,70,30,40,10,0,10,0,0,0,0,0,0,0,0,0,70,10,30,0,40,10,0.885,0.991,1.299,1.675,2.055,2.055,6,6,0,0.140407247,0.064,0.106
C14,high,0.10,10,2,80,30,50,10,0,10,0,0,0,0,0,0,0,0,0,80,10,30,0,50,10,0.870,0.922,1.173,1.583,1.775,1.964,7,7,0,0.116320754,0.043,0.086
C14,high,0.10,10,3,60,30,30,0,0,0,0,0,0,0,0,0,0,0,0,60,0,30,0,30,0,0.775,0.952,NA,NA,NA,NA,NA,3,1,NA,NA,NA
C14,high,0.10,10,4,40,30,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,0,10,0,0.780,0.933,NA,NA,NA,NA,NA,3,1,NA,NA,NA
C14,high,0.10,10,5,50,30,20,10,0,10,0,0,0,0,0,0,0,0,0,50,10,30,0,20,10,0.731,0.905,NA,NA,NA,1.965,8,8,0,0.123604258,NA,NA
C14,high,0.10,10,6,60,30,30,10,0,10,0,0,0,0,0,0,0,0,0,60,10,30,0,30,10,0.732,0.925,NA,NA,NA,1.948,8,8,0,0.122347246,NA,NA
C14,high,0.10,10,7,50,30,20,60,30,30,0,0,0,0,0,0,0,0,0,60,60,30,30,30,30,0.651,0.811,NA,NA,NA,1.749,7,7,0,0.141184262,NA,NA
C14,high,0.25,10,1,80,30,50,70,50,20,30,0,30,0,0,0,0,0,0,80,70,50,50,50,30,0.994,1.038,1.342,1.725,2.100,2.100,6,6,0,0.124659236,0.050,0.092
C14,high,0.25,10,2,80,50,30,80,50,30,10,0,10,0,0,0,0,0,0,80,80,50,50,30,30,0.945,0.962,1.280,NA,NA,NA,NA,4,1,NA,NA,NA
C14,high,0.25,10,3,60,30,30,30,0,30,30,0,30,0,0,0,0,0,0,60,30,30,0,30,30,0.781,0.951,1.241,NA,NA,NA,NA,4,1,NA,NA,NA
C14,high,0.25,10,4,70,30,40,70,30,40,20,0,20,20,0,20,0,0,0,70,70,30,30,40,40,0.779,0.830,1.252,1.595,1.597,1.927,7,7,0,0.129386946,0.068,0.102
C14,high,0.25,10,5,80,50,30,80,50,30,60,30,30,0,0,0,0,0,0,80,80,50,50,30,30,0.739,0.939,1.150,1.153,1.363,1.777,7,7,0,0.125340558,0.063,0.064
C14,high,0.25,10,6,60,30,30,30,0,30,0,0,0,0,0,0,0,0,0,60,30,30,0,30,30,0.660,0.798,NA,NA,NA,1.731,7,7,0,0.13774496,NA,NA
C14,high,0.25,10,7,50,30,20,20,0,20,0,0,0,0,0,0,0,0,0,50,20,30,0,20,20,0.655,0.807,NA,NA,NA,1.794,7,7,0,0.143938258,NA,NA
C14,high,0.50,10,1,100,50,50,30,0,30,30,0,30,0,0,0,0,0,0,100,30,50,0,50,30,0.966,0.976,1.152,1.393,1.728,2.106,8,8,0,0.097422732,0.022,0.046
C14,high,0.50,10,2,80,50,30,80,50,30,80,50,30,0,0,0,0,0,0,80,80,50,50,30,30,0.890,0.896,1.045,1.282,1.577,2.005,8,8,0,0.101522235,0.020,0.046
C14,high,0.50,10,3,100,50,50,90,50,40,80,50,30,10,0,10,0,0,0,100,90,50,50,50,40,0.884,0.892,1.113,1.482,1.820,2.307,7,7,0,0.137035171,0.033,0.074
C14,high,0.50,10,4,110,50,60,30,0,30,30,0,30,30,0,30,0,0,0,110,30,50,0,60,30,0.880,0.881,1.128,1.467,1.824,2.357,7,7,0,0.140746142,0.035,0.073
C14,high,0.00,25,1,90,50,40,0,0,0,0,0,0,0,0,0,0,0,0,90,0,50,0,40,0,0.771,0.924,0.937,1.105,1.163,NA,NA,6,1,NA,NA,NA
C14,high,0.00,25,2,60,30,30,0,0,0,0,0,0,0,0,0,0,0,0,60,0,30,0,30,0,0.754,0.932,1.197,1.206,1.210,NA,NA,6,1,NA,NA,NA
C14,high,0.00,25,3,70,30,40,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,40,0,0.772,0.913,1.090,1.120,1.224,NA,NA,6,1,NA,NA,NA
C14,high,0.00,25,4,60,30,30,0,0,0,0,0,0,0,0,0,0,0,0,60,0,30,0,30,0,0.780,0.940,1.162,1.201,1.212,NA,NA,6,1,NA,NA,NA
C14,high,0.00,25,5,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,0,0.794,0.904,0.962,1.103,NA,1.700,12,12,0,0.063441672,0.016,0.027
C14,high,0.00,25,6,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0.757,0.873,0.921,1.050,NA,1.428,12,12,0,0.052888907,0.016,0.027
C14,high,0.10,25,1,70,30,40,10,0,10,0,0,0,0,0,0,0,0,0,70,10,30,0,40,10,0.752,0.875,1.017,1.205,NA,NA,NA,5,1,NA,NA,NA
C14,high,0.10,25,2,60,30,30,0,0,0,0,0,0,0,0,0,0,0,0,60,0,30,0,30,0,0.788,0.904,1.130,1.184,NA,NA,NA,5,1,NA,NA,NA
C14,high,0.10,25,3,20,0,20,10,0,10,0,0,0,0,0,0,0,0,0,20,10,0,0,20,10,0.790,0.919,1.074,1.141,NA,NA,NA,5,1,NA,NA,NA
C14,high,0.10,25,4,50,30,20,0,0,0,0,0,0,0,0,0,0,0,0,50,0,30,0,20,0,0.771,0.899,1.072,1.138,NA,NA,NA,5,1,NA,NA,NA
C14,high,0.10,25,5,50,30,20,60,30,30,0,0,0,0,0,0,0,0,0,60,60,30,30,30,30,0.656,0.823,NA,NA,NA,1.594,8,8,0,0.110980134,NA,NA
C14,high,0.10,25,6,50,30,20,60,30,30,0,0,0,0,0,0,0,0,0,60,60,30,30,30,30,0.687,0.837,NA,NA,NA,1.641,8,8,0,0.10884085,NA,NA
C14,high,0.25,25,1,80,50,30,50,30,20,30,0,30,30,0,30,0,0,0,80,50,50,30,30,30,0.977,1.017,1.032,1.332,1.673,NA,NA,6,1,NA,NA,NA
C14,high,0.25,25,2,80,50,30,50,30,20,30,0,30,0,0,0,0,0,0,80,50,50,30,30,30,0.968,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA
C14,high,0.25,25,3,50,0,50,30,0,30,30,0,30,0,0,0,0,0,0,50,30,0,0,50,30,0.726,0.836,0.852,1.044,NA,1.789,11,11,0,0.081987461,0.015,0.033
C14,high,0.25,25,4,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.742,0.844,0.866,1.032,NA,1.814,11,11,0,0.081267308,0.014,0.030
C14,high,0.25,25,5,50,30,20,10,0,10,0,0,0,0,0,0,0,0,0,50,10,30,0,20,10,0.662,0.821,NA,NA,NA,1.686,7,7,0,0.133549798,NA,NA
C14,high,0.50,25,1,70,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,30,0,40,0,0.971,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA
C14,high,0.50,25,2,60,30,30,80,50,30,30,0,30,30,0,30,0,0,0,80,80,50,50,30,30,0.872,0.896,1.120,1.424,1.630,NA,NA,6,1,NA,NA,NA
C14,high,0.50,25,3,60,30,30,50,30,20,30,0,30,20,0,20,0,0,0,60,50,30,30,30,30,0.808,0.944,1.263,1.271,1.575,NA,NA,6,1,NA,NA,NA
C14,high,0.50,25,4,60,30,30,30,0,30,30,0,30,30,0,30,0,0,0,60,30,30,0,30,30,0.794,0.940,1.257,1.261,1.597,NA,NA,6,1,NA,NA,NA
C14,high,0.50,25,5,30,0,30,60,0,60,60,0,60,30,0,30,0,0,0,60,60,0,0,60,60,0.747,0.907,0.993,1.044,1.278,1.908,11,11,0,0.085249606,0.026,0.030
C14,high,0.50,25,6,80,0,80,30,0,30,40,0,40,10,0,10,0,0,0,80,40,0,0,80,40,0.760,0.902,0.979,1.059,1.246,1.815,11,11,0,0.079138392,0.023,0.030
C14,high,0.50,25,7,60,0,60,50,0,50,70,0,70,30,0,30,0,0,0,70,70,0,0,70,70,0.748,0.969,0.976,1.179,1.508,1.775,8,8,0,0.10801909,0.033,0.057
D87A,low,0.00,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.794,0.894,1.127,1.389,1.425,2.018,8,8,0,0.116597342,0.044,0.070
D87A,low,0.00,0,2,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.773,0.899,1.124,1.377,1.425,1.974,8,8,0,0.117192271,0.047,0.072
D87A,low,0.00,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.774,0.896,1.129,1.386,1.436,NA,NA,6,1,NA,NA,NA
D87A,low,0.00,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.797,0.829,1.030,1.077,1.227,NA,NA,6,1,NA,NA,NA
D87A,low,0.00,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,1.000,0.980,NA,NA,1.913,6,6,0,0.155615274,0.044,NA
D87A,low,0.00,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790,1.022,1.338,NA,NA,1.927,6,6,0,0.148614454,0.088,NA
D87A,low,0.00,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,1.027,1.109,NA,NA,2.000,6,6,0,0.15608224,0.058,NA
D87A,low,0.00,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747,0.981,0.953,NA,NA,1.973,6,6,0,0.16187422,0.041,NA
D87A,low,0.10,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.821,0.875,1.150,1.195,1.455,2.123,8,8,0,0.118757794,0.042,0.047
D87A,low,0.10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0.905,1.117,1.196,1.472,2.145,8,8,0,0.125810726,0.044,0.053
D87A,low,0.10,0,3,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0.808,0.815,NA,0.917,1.140,NA,NA,6,1,NA,NA,NA
D87A,low,0.10,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.807,0.941,1.209,1.179,1.519,1.838,7,7,0,0.117587091,0.058,0.054
D87A,low,0.10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0.971,0.994,NA,NA,1.990,6,6,0,0.158466491,0.043,NA
D87A,low,0.25,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.785,0.890,1.150,1.414,1.468,2.211,8,8,0,0.129439558,0.048,0.074
D87A,low,0.25,0,2,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.791,0.926,1.205,1.185,1.531,2.017,6,6,0,0.156011428,0.070,0.067
D87A,low,0.25,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.767,0.843,1.100,1.334,1.424,2.098,8,8,0,0.125781623,0.045,0.069
D87A,low,0.25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,0.969,1.261,1.238,1.644,2.085,7,7,0,0.129365311,0.058,0.055
D87A,low,0.50,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.795,0.928,1.222,1.514,1.590,2.250,8,8,0,0.130042923,0.054,0.081
D87A,low,0.50,0,2,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.820,0.969,1.210,1.276,1.609,2.145,6,6,0,0.160265082,0.065,0.074
D87A,low,0.50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0.851,1.105,1.156,1.420,2.161,8,8,0,0.130790572,0.047,0.053
D87A,low,0.50,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.787,0.939,1.187,1.189,1.568,2.122,6,6,0,0.165314345,0.068,0.069
D87A,low,0.00,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0.954,1.204,1.284,1.578,2.068,6,6,0,0.157456328,0.067,0.078
D87A,low,0.00,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822,0.949,1.217,1.265,1.531,2.015,6,6,0,0.149439013,0.065,0.072
D87A,low,0.00,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0.965,1.242,1.287,1.580,2.083,6,6,0,0.155987558,0.070,0.076
D87A,low,0.00,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781,0.909,1.146,1.217,1.457,2.086,8,8,0,0.122803561,0.048,0.055
D87A,low,0.10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0.908,1.141,1.459,1.506,2.123,8,8,0,0.124203584,0.047,0.077
D87A,low,0.10,5,2,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.770,0.817,1.019,1.246,1.309,1.972,8,8,0,0.117551628,0.035,0.060
D87A,low,0.10,5,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.746,0.779,NA,NA,NA,NA,NA,3,1,NA,NA,NA
D87A,low,0.10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805,0.886,1.145,1.216,1.459,2.133,8,8,0,0.121805305,0.044,0.052
D87A,low,0.10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749,0.951,0.960,NA,NA,1.881,6,6,0,0.153469974,0.041,NA
D87A,low,0.25,5,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.807,0.949,1.202,1.534,1.576,2.149,6,6,0,0.163239038,0.066,0.107
D87A,low,0.25,5,2,40,30,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,0,10,0,0.803,0.929,1.189,1.480,1.556,2.254,8,8,0,0.129013373,0.049,0.076
D87A,low,0.25,5,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.806,0.943,1.214,1.525,1.561,2.189,8,8,0,0.124889544,0.051,0.080
D87A,low,0.25,5,4,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.802,0.830,1.003,1.088,1.260,1.847,8,8,0,0.104276172,0.028,0.038
D87A,low,0.50,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0.944,1.204,1.244,1.553,2.097,6,6,0,0.163763219,0.071,0.077
D87A,low,0.50,5,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.768,0.863,1.114,1.171,1.403,2.118,8,8,0,0.126804724,0.046,0.053
D87A,low,0.50,5,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.798,0.943,1.237,1.299,1.631,2.164,6,6,0,0.166267507,0.073,0.081
D87A,low,0.50,5,4,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.801,0.919,1.186,1.478,1.536,2.251,8,8,0,0.129158612,0.049,0.077
D87A,low,0.00,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813,0.913,0.937,1.058,1.318,1.881,8,8,0,0.104853465,0.018,0.033
D87A,low,0.00,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812,0.956,1.189,1.237,1.478,2.030,8,8,0,0.114536341,0.048,0.053
D87A,low,0.00,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807,0.984,1.233,1.280,1.541,1.793,7,7,0,0.114045972,0.061,0.066
D87A,low,0.00,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,0.946,1.175,1.238,1.470,1.849,7,7,0,0.119327375,0.055,0.062
D87A,low,0.10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812,0.939,1.237,1.281,1.590,1.800,7,7,0,0.113720229,0.060,0.065
D87A,low,0.10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,0.972,1.225,1.200,1.528,1.893,7,7,0,0.118647824,0.056,0.054
D87A,low,0.10,10,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.801,0.933,1.222,1.260,1.550,1.987,8,8,0,0.113565037,0.053,0.057
D87A,low,0.10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818,0.935,0.956,1.140,1.433,1.973,9,9,0,0.097827574,0.017,0.037
D87A,low,0.25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,0.807,0.967,1.029,1.237,NA,NA,6,1,NA,NA,NA
D87A,low,0.25,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0.882,1.148,1.384,1.436,2.074,8,8,0,0.125654076,0.052,0.075
D87A,low,0.25,10,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.797,0.910,1.158,1.486,1.526,2.193,8,8,0,0.126521384,0.047,0.078
D87A,low,0.25,10,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.767,0.876,1.141,1.411,1.452,2.146,8,8,0,0.128609265,0.050,0.076
D87A,low,0.25,10,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.794,0.925,1.013,NA,NA,1.936,10,10,0,0.089129581,0.024,NA
D87A,low,0.50,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0.959,1.300,1.328,1.646,2.211,6,6,0,0.164504942,0.076,0.080
D87A,low,0.50,10,2,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.790,0.894,1.148,1.445,1.490,2.128,8,8,0,0.123863113,0.047,0.075
D87A,low,0.50,10,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.814,0.946,0.971,1.178,1.535,2.029,8,8,0,0.114167247,0.022,0.046
D87A,low,0.50,10,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.779,0.915,1.138,1.415,1.482,2.229,7,7,0,0.150185327,0.054,0.085
D87A,low,0.00,25,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.803,0.926,1.026,1.086,1.211,NA,NA,6,1,NA,NA,NA
D87A,low,0.00,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,0.881,1.092,1.168,1.206,NA,NA,6,1,NA,NA,NA
D87A,low,0.00,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797,0.893,1.140,1.205,1.442,NA,NA,6,1,NA,NA,NA
D87A,low,0.00,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790,0.887,1.052,1.063,1.254,NA,NA,6,1,NA,NA,NA
D87A,low,0.00,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801,0.939,0.946,NA,NA,1.498,12,12,0,0.052168768,0.014,NA
D87A,low,0.00,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0.913,0.914,NA,NA,1.793,11,11,0,0.075087432,0.014,NA
D87A,low,0.00,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781,0.903,0.991,NA,NA,1.472,12,12,0,0.052816846,0.020,NA
D87A,low,0.00,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762,0.871,0.884,NA,NA,1.578,12,12,0,0.060663912,0.012,NA
D87A,low,0.10,25,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.780,0.888,1.070,1.266,1.306,NA,NA,6,1,NA,NA,NA
D87A,low,0.10,25,2,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.768,0.857,0.958,0.959,1.092,NA,NA,6,1,NA,NA,NA
D87A,low,0.10,25,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.813,0.870,1.040,1.048,1.292,NA,NA,6,1,NA,NA,NA
D87A,low,0.10,25,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.756,0.853,1.059,1.145,1.200,NA,NA,6,1,NA,NA,NA
D87A,low,0.10,25,5,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0.800,0.919,0.921,NA,NA,1.773,11,11,0,0.072346962,0.013,NA
D87A,low,0.10,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,0.880,0.880,NA,NA,1.504,13,13,0,0.052201959,0.011,NA
D87A,low,0.10,25,7,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0.754,0.879,0.881,NA,NA,1.613,12,12,0,0.063371559,0.013,NA
D87A,low,0.10,25,8,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0.766,0.759,0.872,NA,NA,1.553,13,13,0,0.054366281,0.010,NA
D87A,low,0.10,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0.944,NA,NA,NA,1.661,10,10,0,0.076231208,NA,NA
D87A,low,0.10,25,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.770,0.960,NA,NA,NA,1.758,13,13,0,0.063503197,NA,NA
D87A,low,0.25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0.907,1.177,1.145,1.506,NA,NA,6,1,NA,NA,NA
D87A,low,0.25,25,2,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.710,0.803,1.059,1.321,1.377,NA,NA,6,1,NA,NA,NA
D87A,low,0.25,25,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.794,0.926,1.169,1.433,1.473,NA,NA,6,1,NA,NA,NA
D87A,low,0.25,25,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.742,0.862,1.115,1.285,1.340,NA,NA,6,1,NA,NA,NA
D87A,low,0.25,25,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.751,0.871,0.889,NA,NA,1.636,8,8,0,0.097325483,0.021,NA
D87A,low,0.25,25,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.736,0.872,0.897,NA,NA,1.624,9,9,0,0.087935267,0.022,NA
D87A,low,0.25,25,7,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0.760,0.920,0.927,NA,NA,1.709,9,9,0,0.090038361,0.022,NA
D87A,low,0.25,25,8,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0.743,0.902,0.997,NA,NA,1.567,10,10,0,0.07462222,0.029,NA
D87A,low,0.25,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776,0.965,NA,NA,NA,1.938,7,7,0,0.130751325,NA,NA
D87A,low,0.25,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0.970,NA,NA,NA,1.950,8,8,0,0.113737617,NA,NA
D87A,low,0.25,25,11,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.718,0.888,NA,NA,NA,1.870,7,7,0,0.136746306,NA,NA
D87A,low,0.25,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0.933,NA,NA,NA,2.004,8,8,0,0.120051708,NA,NA
D87A,low,0.50,25,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0.803,0.938,1.165,1.174,1.538,1.847,8,8,0,0.104120408,0.047,0.047
D87A,low,0.50,25,2,40,30,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,0,10,0,0.732,0.861,1.115,1.185,1.433,1.875,6,6,0,0.156763904,0.070,0.080
D87A,low,0.50,25,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.811,0.951,1.200,1.257,1.526,2.036,6,6,0,0.153412387,0.065,0.073
D87A,low,0.50,25,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0.794,0.917,1.044,1.041,1.132,NA,NA,6,1,NA,NA,NA
D87A,low,0.50,25,5,40,30,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,0,10,0,0.756,0.868,0.871,NA,NA,1.843,10,10,0,0.089110858,0.014,NA
Cyril,low,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.831,1.129,1.555,1.629,1.629,5,5,0,0.191593992,0.118,0.182
Cyril,low,0.00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0.835,1.118,1.248,1.350,1.591,6,6,0,0.149447552,0.091,0.109
Cyril,low,0.00,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538,0.655,0.863,1.100,1.163,1.675,7,7,0,0.162244269,0.068,0.102
Cyril,low,0.00,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.867,1.186,1.267,1.431,1.643,6,6,0,0.150248179,0.096,0.107
